300
 5814327	34228717	10958880
93371911	32286252	94609249
61651608	61712547	82775361
45931518	23488297	25638849
76541879	82735647	81980831
35219709	27388406	58685478
39320522	42399174	26124751
99914813	28397674	93622909
93899946	75295295	74401330
 1897572	74624762	71644549
72665877	34115285	85833203
28890808	62655414	41111138
 1328453	38208458	82902268
 4690182	 6740039	86496546
 7719738	90272907	17588620
89930138	59391777	 5532813
36756746	34820755	23902386
33912550	42801893	11727455
92383314	70458666	99296852
31152015	78773459	48845669
99296916	15479191	35966248
35597954	53447263	81248119
12699498	79849196	76403051
99355885	73320856	19246535
58514536	 7320321	26769980
37764308	68269572	58540541
  111291	43830000	92813248
 3107694	15986145	24464592
67338722	  209896	27293098
48878272	83439905	92963523
83082887	87411777	57292556
31566694	65173249	64200576
74398610	16551843	48002037
83744757	 4479875	16576731
28232827	78225635	11158451
44534504	32130931	61706633
57267754	34460407	78271339
69085473	96102773	40237279
18248810	20265518	91670954
11075756	16666351	23942114
73829167	 9458809	 6375787
80673726	33454434	47581433
23396351	35510594	43383933
31600360	44586114	13094426
25190261	85748229	54485078
72097887	98942174	80350987
97444568	24006728	11244535
75581803	21350034	29912451
54740404	 3275148	36072317
94888148	63668952	33227306
17366494	80514924	33601117
92221846	59883516	17004365
12301116	31187445	85428157
90528165	87240077	20812104
 4009728	66333987	35349010
59123821	32072865	38841264
76309364	28999339	32370940
20305348	25570925	73670648
13265107	48217702	22061364
65242766	44595464	85826944
94618428	66533436	14914408
38774180	92916666	77946807
25730436	72585055	94934936
98391218	16809484	90218067
96430698	74067139	37325650
97824362	47212796	96096521
41787702	  430627	18291847
29664584	24581763	73816368
 7767374	89221710	53704999
17664202	62333168	43959066
 1445241	30275001	13365727
91480255	41677502	60242926
66691201	72288946	 5287829
70867643	98740367	 9310606
74596492	53950216	10109486
53415596	56381654	85026766
 1385081	43012223	64857637
49697856	55043358	39728864
78370047	65186078	59386441
43926408	35133228	 6408530
87211034	99873158	   26020
12982731	79334418	67863133
59047127	42142781	69769838
94660536	69810042	61162988
13733341	29824504	45618134
 2680390	67169341	21263274
59529311	 4836258	65677295
32890877	28533518	 7840717
14969530	44678818	49714612
78875401	55931202	19791045
 4538165	66418431	56972195
67269825	87445339	72916177
87140340	97345679	68353216
76750923	12513911	75308094
82654626	55227273	44645668
68263936	51203150	 6025230
16308240	47065373	72665426
21475780	70983448	10524382
 1477689	17050144	38823944
97057591	84756935	60175588
29405991	20842994	26002015
96134632	58441560	72566366
31851997	67302512	12444012
24189954	49259378	56941614
81409116	56558172	77773651
 7961840	83007528	36174347
75871170	51738140	19634777
 6052200	21226983	88214432
45062742	 8593749	93879166
23252842	67540318	91077698
39141516	74804955	79806128
50019448	52766637	45483403
98942830	49447101	76381669
40343555	36510727	74167861
67805008	38434203	66732085
98206243	20212492	10962154
88207204	30370684	64063280
67897081	57503007	36762732
99620557	78261904	45270982
77076103	72599386	22676592
41441830	11238976	74709178
55536826	23955204	48938572
34829575	98615825	27221322
26557167	22891421	 6378111
79894568	85060979	92365418
96366789	94601972	38153521
77687537	78893233	46888451
 2208825	94533724	13952240
50193059	87572897	60355735
11652789	97431411	91464191
83024306	 3937667	31258687
98320924	36686440	71227418
 6015647	33460095	17105170
63456230	 9628863	32751063
13562597	35723018	94977278
36745512	93168676	17297036
63635651	32058424	 9928192
60387538	37349315	91422366
97412018	83828097	47948050
 1353146	 8071096	50440638
80827321	18785146	79062230
10958432	47448543	20385467
20535544	62242869	28115300
12811196	78248801	11745387
21292007	79205115	42377514
41323227	93121281	42850692
71242330	98973411	63792626
80499530	82969182	15721483
 1777763	33101045	 5784852
35756700	25613245	31429057
22327315	11957113	67793620
59864451	24155041	78040626
11620946	51939231	57908814
72115992	26630655	43237639
83085682	11883656	28766401
41751531	44805879	 6288912
55862429	57936618	28472249
27910126	84535875	48627027
36033997	95910733	43398926
81673136	63784135	56517597
77721062	26572931	70369923
82056037	81911282	51725082
72446086	53061834	52774058
71106992	80539546	33698456
86780464	40285463	64487354
  981305	37612941	53510561
22460131	36733834	98148504
17398989	73802351	 9287449
27067279	 1966731	72357454
76759013	66201121	92653863
53456831	98349452	31972794
46333755	80554194	12958019
89703190	78532168	60636414
62675602	61189973	53075645
25427818	73421807	37626347
52257848	94290805	35023038
71840019	27955825	78426633
88322558	24848733	50200375
52198709	43721498	 2444762
54061813	88036849	91179463
 8349331	97030345	32530694
 8128835	76357392	81256144
36245583	21072975	69684960
14262755	38053334	11025616
72945943	 9161058	67092100
95686166	98020024	29389922
30000772	47301930	65363304
18008504	18928995	95231231
61501951	22254803	67858673
24842450	88813351	99242560
89246364	38482374	70586609
59270363	13980173	 8013758
92630723	56428539	88521884
 3080865	40090341	81530133
15030041	23479715	79503929
77095710	26646223	75809732
89139096	21501005	74776565
46967147	 3399917	 3408533
61277982	72070225	67633177
57107642	14430727	23187225
39105178	78805944	34068948
26280816	70462949	35144959
91696681	79538479	24518524
30366903	39179401	55605089
18673785	16165786	35945998
91386602	83495997	87100718
87865455	76133614	  746060
